,Unnamed: 0,Var1,Var2,Var3,Var4,Var5,Label
0,0,-13.631926072596476,12.573362430175434,6.08898408987891,-10.642814625167722,-8.039518616509415,Class3
1,1,-12.91853937050569,8.928074734237882,6.252582137730042,-9.658388005224303,-12.872627863797284,Class1
2,2,-12.81765987539025,11.985210835068742,7.387556380814687,-10.210011555283153,-9.624412379007026,Class3
3,3,-12.668942760494964,7.622252628393186,9.482878191137754,-9.135697228056763,-12.05775214459242,Class1
4,4,-12.2920294252819,7.903124820634771,8.811844648326417,-9.402878891791834,-11.75740912178336,Class3
5,5,-11.5737271842616,7.462946432654896,8.74773965116408,-9.486218635679531,-11.913080432192489,Class1
6,6,-12.922966710470462,8.602950017882062,7.183115689655341,-9.572737988392852,-12.21798389838583,Class2
7,7,-10.662989553932755,12.31061688483423,8.774795289217721,-10.567940005113794,-8.280660654123036,Class3
8,8,-7.965428746175556,10.38700032769116,13.469741975443675,-9.349334694303131,-11.904183397497215,Class2
9,9,-11.669179946477607,7.07800583292275,8.17603744591798,-9.413247323589468,-12.733816745152811,Class1
10,10,-12.425748932327584,11.372961316225176,8.436130038894756,-10.342306968451764,-7.911668544242493,Class3
11,11,-11.91910677676211,7.809688986117651,9.444679007256102,-9.496679839291318,-10.8663247135861,Class1
12,12,-7.342286760840816,11.257334840558656,11.826145861619883,-9.783374386915884,-12.169424295422065,Class2
13,13,-5.931233077520159,10.392014682230911,10.349835526454903,-10.499799610767386,-10.872771188237063,Class3
14,14,-11.542562881123864,12.785429415145416,7.784224882765265,-10.636950692132814,-8.290054137329125,Class3
15,15,-9.595063854611372,13.07353350384896,13.543023077337246,-8.786623685120091,-14.262591195558068,Class2
16,16,-11.855963645095557,10.820544374574029,8.926913237706403,-10.322538645630644,-7.853361170593034,Class3
17,17,-10.128119044762304,8.848655819705165,8.584027879953931,-10.381344161968627,-8.932600247187741,Class1
18,18,-12.622887972849412,9.35290264136849,6.630858106397717,-9.847147097786925,-11.823716402147086,Class1
19,19,-5.7898272419969885,9.59061452387964,11.331609069848897,-10.40621211532927,-10.193131170297022,Class2
20,20,-9.237053561368349,12.357966845406024,13.394300348901789,-8.990729968797691,-13.400267280513326,Class2
21,21,-9.74195106077812,7.424540509143113,9.683846342000813,-9.965075282128604,-9.961353651065377,Class1
22,22,-11.164374554828807,7.444121949286169,7.391139460469831,-9.794478606862429,-12.072339901449082,Class1
23,23,-12.843236465817752,8.421949660333922,5.579590256765197,-9.55678129041131,-14.090451607620398,Class1
24,24,-12.340083874593612,11.683551552185255,7.71640845817542,-10.715720078879242,-6.799997414910362,Class2
25,25,-12.21919559192042,7.786234380916474,6.269786031752142,-9.549493462056317,-13.768401276105749,Class1
26,26,-10.84117391152188,13.100275196512705,8.711405325347338,-10.135361922787796,-10.8504149185335,Class3
27,27,-11.77454871364792,12.956956895961046,7.404392331072585,-10.60746786046385,-8.704409167599637,Class3
28,28,-12.53688112866645,8.19264321209749,6.794998834899251,-9.602994500542511,-12.716096276666262,Class1
29,29,-12.142174245515951,8.646262346514275,7.864749409956418,-9.771853549818143,-11.122189963129028,Class1
30,30,-11.280655236198909,11.730840691421372,9.142878261314616,-10.345685262597623,-8.334781650318766,Class3
31,31,-6.471759547842827,12.671687650417248,9.498476145305398,-10.779533610003384,-10.460561373468224,Class2
32,32,-12.644029001833369,10.540543829761477,8.569884984764075,-9.8582035858387,-9.990552029121872,Class3
33,33,-12.356958286975134,10.750998570394575,8.83669518808105,-10.091397047483,-8.738610923854255,Class3
34,34,-11.18136144341316,11.276080537955592,9.826052947950004,-10.18626326776212,-8.422820974102958,Class3
35,35,-12.48934874596634,11.060406452778007,8.5982148847818,-9.794811235814382,-10.630442934575107,Class3
36,36,-11.711696371982956,8.066334888459878,6.716820132313471,-9.803714629266212,-12.43566841066638,Class1
37,37,-11.931595702888355,7.411857234801386,7.954250957694745,-9.436605686719243,-12.701968832871644,Class2
38,38,-11.324271796774168,12.598285860980903,8.252483516252536,-10.616489071584445,-8.03921618103457,Class3
39,39,-12.029284203512626,11.699080917213566,8.387358816975006,-10.210352451948706,-9.19023186008384,Class3
40,40,-11.98097856339571,8.990600192872577,9.059049497210395,-9.80111936255232,-9.910773417858328,Class1
41,41,-11.21933473202808,11.623089764627547,9.572001447924256,-9.711380090450522,-11.43126992577224,Class3
42,42,-12.409950952110597,7.567375384125959,7.987498649938388,-9.309611854713491,-12.9637997177099,Class1
43,43,-12.497292007751849,11.5127355736269,7.569979717326575,-10.717755003699349,-6.743070160216178,Class3
44,44,-10.858372441672822,12.525150473936645,9.295180149055266,-10.36667486309728,-8.71332687475036,Class3
45,45,-12.31348020349363,11.4267310480091,8.010151550010235,-10.315274081669395,-8.657159780770465,Class3
46,46,-9.230793241540036,12.715177277843374,13.000956483855305,-9.148378373432044,-13.073501807011487,Class2
47,47,-9.621777160097457,12.992815141540827,10.144882815934922,-10.606507945460184,-7.781501515014849,Class3
48,48,-11.95837306940622,8.962270865729462,9.5518028103352,-9.824032850500064,-9.25309558954678,Class1
49,49,-11.852732691658238,7.739489400352077,7.226707095305032,-9.555247971199895,-13.021453510943028,Class1
50,50,-11.708801785938547,7.1078552405645725,7.141302306948907,-9.466220551533034,-13.548018951288327,Class1
51,51,-11.396045791104084,12.021503290750635,8.774265586320556,-10.35898936673487,-8.648576933862914,Class3
52,52,-12.106291542516091,10.99493823745755,8.585022422728823,-10.498003854365969,-7.06398257804448,Class3
53,53,-7.266004498802525,10.934031359797215,11.512319212265778,-9.928166532754412,-11.675040653266867,Class2
54,54,-12.364455981077445,9.206502296965317,9.706675318164976,-9.693655357569863,-9.498292471359946,Class1
55,55,-10.235851760318932,13.543101512916229,8.577039749545996,-10.753393824520105,-8.271472234711599,Class3
56,56,-11.697892620463351,12.324161927895393,8.101384910861498,-10.437537161433037,-8.756709778394118,Class3
57,57,-11.758219880348312,9.710953322669056,7.160371337309012,-10.214549865332382,-10.137386031042183,Class1
58,58,-12.145205596988689,9.007633972945236,6.333111041305033,-9.964566106340598,-11.844640259340869,Class3
59,59,-11.99796118866974,10.602623700670692,9.34933998412695,-9.76253484685494,-10.310414930935044,Class3
60,60,-7.224905471388624,12.440332290641292,10.605513585391984,-10.291113759511406,-11.170401208492578,Class2
61,61,-11.44328353688778,6.709909602957596,8.513546792933047,-9.29226090166095,-13.137565431622372,Class1
62,62,-12.764514505564224,8.540353879832407,6.880345833071512,-9.545143906498108,-12.838024090227654,Class1
63,63,-11.75482838907594,12.311382775444176,7.933782610044409,-10.420012559873506,-8.980057669926317,Class3
64,64,-12.178043842107904,7.881541226211094,7.646466444371201,-9.52437555707095,-12.464056121394748,Class1
65,65,-12.65812523639148,12.521169678006666,6.604910712152668,-10.749128618886484,-7.799999688304474,Class3
66,66,-12.995416359128924,12.907388416175705,5.4572347578357085,-11.184948094408307,-6.427074315756984,Class1
67,67,-11.969788217540152,7.747954038400104,7.949978676662024,-9.45677450841636,-12.665532374679383,Class1
68,68,-11.823636385466964,12.698924578148269,7.710726580367607,-10.632531783989888,-8.096653992991502,Class3
69,69,-10.44785670395026,6.112856832228905,6.918560962344415,-9.50105540797356,-14.493732976012527,Class1
70,70,-7.785243117601426,11.639830782519024,12.294771441264109,-9.536582703294236,-12.728845450601678,Class3
71,71,-11.840546194771695,11.534703015159169,8.419356793195913,-10.480866060784257,-7.772452505212289,Class3
72,72,-12.668645866663114,6.808035173314396,6.511314087690368,-9.080826081114436,-15.37245004031888,Class1
73,73,-9.19883807451989,12.953113874367617,13.339119783159642,-9.199587493296065,-12.522741689487807,Class2
74,74,-13.0190887152429,11.192735736998074,7.17212970757627,-10.886015415511578,-5.634268707612236,Class3
75,75,-13.16304778780037,8.358376382099998,7.911203545159459,-9.330916531887928,-12.457502304835431,Class1
76,76,-12.00660642780912,12.21787689565649,7.674626029003186,-10.349890336385467,-9.384120340480644,Class1
77,77,-9.163349380915443,12.146043054413786,13.58268333046746,-9.017413921805495,-13.046570594553572,Class2
78,78,-11.555688218556837,12.57711671900702,8.48997224429124,-10.409557178495271,-8.704122382468942,Class2
79,79,-10.836642810879132,7.533961350580476,7.936885103520687,-9.845930530615188,-11.52926489766627,Class2
80,80,-10.711514033595847,11.70091013892106,9.315084600069568,-10.729598275240846,-6.539282600473629,Class3
81,81,-10.55023373953451,11.643863439387037,9.686408786718582,-10.488743917299958,-7.613613742331436,Class3
82,82,-11.28914904700249,11.995456663360264,9.01440045422585,-10.228290970198296,-9.209307376646931,Class3
83,83,-11.965024647634545,8.833804355676182,8.720903204630423,-9.850285462530785,-9.973012428304395,Class1
84,84,-13.103876293946058,12.32258091110218,6.717370743477955,-10.529437498970488,-8.409867689698498,Class3
85,85,-12.4946474225897,8.746914777843177,7.685406428235979,-9.754400291368812,-11.109611397892994,Class2
86,86,-10.3642298589787,12.208196049883709,9.652261254755444,-11.021324140111991,-5.036636273484475,Class3
87,87,-7.964872904387562,11.417677473895424,12.35285739997123,-9.660328280395651,-11.728558836694072,Class2
88,88,-7.77138701557527,12.37000579965254,11.174741010038671,-10.131125613831482,-10.88817464768433,Class1
89,89,-12.024835632900151,12.344221009080814,7.461771951754229,-10.576420245828832,-8.375740616992541,Class1
90,90,-7.20560120823173,10.236471174975875,12.569391613675329,-9.623236384835096,-12.048838465213809,Class3
91,91,-12.025696364667189,12.280604825110553,7.521272799063187,-10.589017211604926,-8.218519345364978,Class3
92,92,-8.371851028507656,13.535369355146562,10.756781272965508,-10.28287713436764,-10.296934059249546,Class3
93,93,-9.703698344932224,13.423770498999552,13.149423328654958,-9.050614104151965,-13.228828499271664,Class2
94,94,-12.858954881034844,11.313979737938924,7.942092689639259,-10.153560250570152,-9.07323936640127,Class2
95,95,-12.239666321508814,12.95091870978724,7.0923594340914935,-10.783415963314638,-7.614124709225567,Class3
96,96,-11.121082761144812,11.581352651733798,9.290188635389711,-10.411084433352904,-7.912907309656679,Class3
97,97,-11.622918211496277,12.972454930284464,7.282598814993349,-10.783991703102178,-8.003308336850873,Class3
98,98,-10.92340590980882,13.338101981451988,14.599140120867416,-8.551545846248429,-13.218037187831158,Class3
99,99,-6.543716248449699,10.845126616363086,10.670164362286474,-10.599972239048096,-9.515905709724985,Class3
