,Experience,Salary
0,34.14865896324713,35186.14351469993
1,39.42912882172484,45366.42409714111
2,13.837875909680578,65664.53807398886
3,31.028990407679096,36133.821589374405
4,25.25817347835459,53814.59483593387
5,29.213526503053235,44981.3629671773
6,19.466871907950853,59654.90563825099
7,34.98466778296063,41438.07688863452
8,36.53089114980236,39174.6559278351
9,24.315317945328687,52396.744054155526
10,24.70641713169755,50332.91696142463
11,5.663557618573325,52285.017395555806
12,20.952926841062563,63532.28668095692
13,36.37963572114921,37604.70010050199
14,20.727581962489452,60656.51213240626
15,14.500842420375513,65307.63801692971
16,4.575613621196009,40840.679608230515
17,20.262821827778204,56189.28294772024
18,20.563346091358618,58904.69846849095
19,32.597451890782935,35801.15984710654
20,31.84832492740403,36475.45613016347
21,32.14745208144029,42036.830696903424
22,10.992838641283942,69042.15621135056
23,15.015014524011047,64453.4696733657
24,12.889981741795964,66541.93858231882
25,39.968636222430334,46011.07694813021
26,40.655910446517744,54822.64943071005
27,30.426700396234256,40055.55112618204
28,22.672951331588752,56874.11689613202
29,21.890043901677295,56671.12073852033
30,15.852963424023304,64873.00149206265
31,25.352405773398228,54078.237846415584
32,5.498176464474595,48895.63263076953
33,35.00147429953436,40069.34640528699
34,15.76934268916616,65872.5258801039
35,7.364185394018245,63469.02734242366
36,3.037798689370561,30905.76856757215
37,35.94614808011875,36625.423750097805
38,37.6087660221687,39728.13919934709
39,34.795425513931306,37359.2313135812
40,11.490437029598194,64726.25590491398
41,10.967238549543861,65506.21375897746
42,1.6351835964269092,16142.320936160713
43,40.30544349178737,48615.48174339616
44,7.5856563267288735,54147.796409357776
45,5.747786787844843,49009.35544241451
46,7.638573386358178,62134.823713522805
47,15.316097316444548,61375.108301979606
48,32.03385392544496,46195.510747890745
49,10.609501430861584,64180.84458271273
50,27.75980091579706,50141.13628417748
51,4.417098229572012,40327.57099326244
52,4.428227292809332,41681.36300998198
53,22.917938193921742,54729.83038600212
54,21.031243952050822,59512.585736698325
55,7.492805900283196,59564.658564931306
56,3.660139765963649,35744.174972017914
57,15.420751110363454,66077.67294864921
58,36.894436917660435,38308.7719946084
59,39.16868644754061,42869.0286299084
60,1.9166986834475708,18222.94780584985
61,6.030809317005263,56452.510363145695
62,20.48430765948611,61300.36750334917
63,32.37573881058179,36155.54940914448
64,40.95499107615434,64326.099781398974
65,26.305683144473186,54902.051582011394
66,14.225281206105791,72205.61594238435
67,17.155959924806016,64416.29758591114
68,35.27257862467053,41343.01649993029
69,24.007236242197465,54406.105651742626
70,11.454117585943372,61426.91477670431
71,19.11303242444901,60201.45779837855
72,10.212572333860205,69634.57421038905
73,37.74313659002852,36413.88349928629
74,12.45768520066528,64870.73705087913
75,23.50535197091924,55019.98288343784
76,35.988696646459225,38703.0958718285
77,40.80187044240951,61714.24255827017
78,34.043770791392355,41645.52382234073
79,40.29354100430464,53413.85932732311
80,14.759966139266403,60096.27081460223
81,27.786324757475043,45082.863049836655
82,6.801353208173655,57551.97052990661
83,30.548715530449424,43785.34598813884
